Sub Job,Cost Code Tier 1,Cost Code Tier 2,Cost Type,Budget Code,Budget Code Description,Vendor,Item,Description,Detail Type,Original Budget Amount,Budget Modifications,Approved COs,Pending COs,Committed Costs,Direct Cost Details,Pending Cost Changes,Forecast To Complete,Job to Date Costs Detail,AP Commitment Costs Detail
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - DAWSON JESSE L - Vice President),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$13.50,,,$13.50,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - DAWSON JESSE L - Vice President),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$117.69,,,$117.69,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - DAWSON JESSE L - Vice President),Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024  - DAWSON JESSE L - Vice President),Direct Cost,,,,,,"$1,538.46",,,"$1,538.46",
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$8.75,,,$8.75,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$37.50,,,$37.50,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$13.50,,,$13.50,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$117.69,,,$117.69,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Payroll: Pay Date 12/31/2024 | Pay Period for : B1FRI 12/15/2024 to 12/28/2024 - DAWSON JESSE L - Vice President,Direct Cost,,,,,,"$1,538.46",,,"$1,538.46",
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$42.23,,,$42.23,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$7.00,,,$7.00,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$30.00,,,$30.00,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$10.80,,,$10.80,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Direct Cost,,,,,,$89.80,,,$89.80,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Payroll:  Pay Date 12/20/2024 | Pay Period for : B1FRI 12/01/2024 to 12/14/2024  - DAWSON JESSE L - Vice President,Direct Cost,,,,,,"$1,230.77",,,"$1,230.77",
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Payroll-Truck Reim,Direct Cost,,,,,,$7.50,,,$7.50,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Payroll: 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$2.70,,,$2.70,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Payroll: 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$22.45,,,$22.45,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Payroll-Benefits,Direct Cost,,,,,,$10.56,,,$10.56,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Payroll-Phone Reim,Direct Cost,,,,,,$1.75,,,$1.75,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Payroll: 10/11/2024 | Pay Period for : B1FRI 09/22/2024 to 10/05/2024 - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$307.69,,,$307.69,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Payroll-Benefits,Direct Cost,,,,,,$5.28,,,$5.28,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Payroll-Phone Reim,Direct Cost,,,,,,$.88,,,$.88,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Payroll-Truck Reim,Direct Cost,,,,,,$3.75,,,$3.75,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$1.35,,,$1.35,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Payroll-Truck Reim,Direct Cost,,,,,,$30.35,,,$30.35,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Bonus,Direct Cost,,,,,,$250.00,,,$250.00,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,Expense: Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Payroll: Pay Date 09/27/2024 | Pay Period for : B1FRI 09/08/2024 to 09/21/2024 - DAWSON JESSE L - Vice President),Direct Cost,,,,,,$153.85,,,$153.85,
None,01 - Requirements,01-3120 - Vice President,L - Labor,01-3120.L,Vice President.Labor,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-3128 - Project Manager,E - Equipment,01-3128.E,Project Manager.Equipment,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-3128 - Project Manager,E - Equipment,01-3128.E,Project Manager.Equipment,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 (REVERSAL),Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Jepson Nicholas,Direct Cost,,,,,,$-250.00,,,$-250.00,
None,01 - Requirements,01-3128 - Project Manager,E - Equipment,01-3128.E,Project Manager.Equipment,None,Expense: Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Payroll # 20251 | Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Jepson Nicholas,Direct Cost,,,,,,$250.00,,,$250.00,
None,01 - Requirements,01-3128 - Project Manager,E - Equipment,01-3128.E,Project Manager.Equipment,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Original Budget,,Original Budget Amount,"$3,893.00",,,,,,,,,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,To 01-3128 - Labor,"",Budget Modification,,$938.70,,,,,,,,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,From 01-3128 - Labor,"",Budget Modification,,$-276.97,,,,,,,,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,To 01-3128 - Labor,PSR September,Budget Modification,,"$3,500.00",,,,,,,,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Time Phase 1 & 2,Prime Potential Change Order,,,"$31,150.00",,,,,,,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 03/28/2025 Adj,Pay Date 03/28/2025 | Pay Period for : B 03/09/2025 to 03/22/2025 Jepson Nicholas (Per Diem),Direct Cost,,,,,,$442.00,,,$442.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 03/28/2025 Adj,Pay Date 03/28/2025 | Pay Period for : B 03/09/2025 to 03/22/2025 Jepson Nicholas (Others),Direct Cost,,,,,,$20.95,,,$20.95,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson (per diem),Direct Cost,,,,,,$102.00,,,$102.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson (cellphone reimb),Direct Cost,,,,,,$38.50,,,$38.50,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/11/2025 | Pay Period for : B 03/23/2025 to 04/05/2025,Pay Date 04/11/2025 | Pay Period for : B 03/23/2025 to 04/05/2025 Jepson Nicholas (cellphone reimb),Direct Cost,,,,,,$28.00,,,$28.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 03/14/2025 | Pay Period for : B 02/23/2025 to 03/08/2025,Pay Date 03/14/2025 | Pay Period for : B 02/23/2025 to 03/08/2025 Jepson Nicholas (cellphone reimb),Direct Cost,,,,,,$7.00,,,$7.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 02/14/2025 | Pay Period for : B 01/26/2025 to 02/08/2025,Pay Date 02/14/2025 | Pay Period for : B 01/26/2025 to 02/08/2025 - Jepson Nicholas (cellphone reimb),Direct Cost,,,,,,$33.25,,,$33.25,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025,Pay Date 01/17/2025 | Pay Period for : B 12/29/2024 to 01/11/2025 - Jepson Nicholas (cellphone reimbursement),Direct Cost,,,,,,$63.00,,,$63.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025 Per Diem & Expense reimbursements,Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025 Per Diem_Nick Jepson,Direct Cost,,,,,,$204.00,,,$204.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson (Others),Direct Cost,,,,,,$83.82,,,$83.82,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson (Insurance),Direct Cost,,,,,,$196.72,,,$196.72,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson (Payroll Fee),Direct Cost,,,,,,$23.27,,,$23.27,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson (Auto Allow),Direct Cost,,,,,,$275.00,,,$275.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025,Pay Date 05/09/2025 | Pay Period for : B 04/20/2025 to 05/03/2025 Nicholas Jepson,Direct Cost,,,,,,"$2,326.72",,,"$2,326.72",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025,Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025 Jepson Nicholas (Others),Direct Cost,,,,,,$7.62,,,$7.62,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025,Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025 Jepson Nicholas (Insurance),Direct Cost,,,,,,$15.97,,,$15.97,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025,Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025 Jepson Nicholas (Payroll Fee),Direct Cost,,,,,,$2.12,,,$2.12,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025,Pay Date 05/23/2025 | Pay Period for : B 05/04/2025 to 05/17/2025 Jepson Nicholas,Direct Cost,,,,,,$211.52,,,$211.52,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025,Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025 Nicholas Jepson (Others),Direct Cost,,,,,,$106.68,,,$106.68,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025,Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025 Nicholas Jepson (Insurance),Direct Cost,,,,,,$223.59,,,$223.59,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025,Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025 Nicholas Jepson (Payroll Fee),Direct Cost,,,,,,$29.62,,,$29.62,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025,Pay Date 04/25/2025 | Pay Period for : B 04/06/2025 to 04/19/2025 Nicholas Jepson,Direct Cost,,,,,,"$2,961.28",,,"$2,961.28",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$-30,278.62",,,"$-30,278.62",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$716.62,,,$716.62,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$188.31,,,$188.31,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$2,220.65",,,"$2,220.65",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$26,448.09",,,"$26,448.09",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$250.00,,,$250.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$454.94,,,$454.94,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$30,278.62",,,"$30,278.62",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-716.62,,,$-716.62,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-188.31,,,$-188.31,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$-2,220.65",,,"$-2,220.65",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$-26,448.09",,,"$-26,448.09",
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-250.00,,,$-250.00,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-454.94,,,$-454.94,
None,01 - Requirements,01-3128 - Project Manager,L - Labor,01-3128.L,Project Manager,None,Expense: Pay Date 04/11/2025 | Pay Period for : B 03/23/2025 to 04/05/2025,Pay Date 04/11/2025 | Pay Period for : B 03/23/2025 to 04/05/2025 Jepson Nicholas (Others),Direct Cost,,,,,,$60.96,,,$60.96,
